raw_bijoy	context	source_file	question_number	correct_bengali
Ges	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
I	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
Ges	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
; 	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
Zvn	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
j, c~	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
 (	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
Note)	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
iv| 	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
`L	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
e	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
 (	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
ev	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
) 	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
we	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
ev	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
Ges	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
 (	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
ev	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
) 	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
we	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
ev	g‡b Kwi, BC  I AD  †iLvi Rb¨ x  Gi cwieZ©b +8  Ges y  Gi cwieZ©b −5  Ges BC′  I AD′  †iLvi Rb¨ x  Gi	M1 WRITTEN 3.mhtml	1	
we	D  we›`yi ¯’vbv¼ (8,−5)  ; wbY©q Kivi Rb¨ 05 b¤^i|	M1 WRITTEN 3.mhtml	1	
;	D  we›`yi ¯’vbv¼ (8,−5)  ; wbY©q Kivi Rb¨ 05 b¤^i|	M1 WRITTEN 3.mhtml	1	
5	D  we›`yi ¯’vbv¼ (8,−5)  ; wbY©q Kivi Rb¨ 05 b¤^i|	M1 WRITTEN 3.mhtml	1	
we	D  we›`yi ¯’vbv¼ (−8,5) ; wbY©q Kivi Rb¨ 05 b¤^i|	M1 WRITTEN 3.mhtml	1	
;	D  we›`yi ¯’vbv¼ (−8,5) ; wbY©q Kivi Rb¨ 05 b¤^i|	M1 WRITTEN 3.mhtml	1	
5	D  we›`yi ¯’vbv¼ (−8,5) ; wbY©q Kivi Rb¨ 05 b¤^i|	M1 WRITTEN 3.mhtml	1	
 Ges 	ax+4y−9=0  Ges 3x+by+1=0  †iLvØq (1,2)  we›`y‡Z †Q` K‡i| 2y=2ax−b+1  †iLvwU x -Aÿ‡K A  Ges y -Aÿ‡K B	M1 WRITTEN 4.mhtml	1	
 Ges 	ax+4y−9=0  Ges 3x+by+1=0  †iLvØq (1,2)  we›`y‡Z †Q` K‡i| 2y=2ax−b+1  †iLvwU x -Aÿ‡K A  Ges y -Aÿ‡K B	M1 WRITTEN 4.mhtml	1	
 Ges 	(1,2)  we›`y Øviv ax+4y−9=0  Ges 3x+by+1=0  mij‡iLvØq wm× n‡e|	M1 WRITTEN 4.mhtml	1	
|	(1,2)  we›`y Øviv ax+4y−9=0  Ges 3x+by+1=0  mij‡iLvØq wm× n‡e|	M1 WRITTEN 4.mhtml	1	
Avevi, 	Avevi, 3(1)+b(2)+1=0∴b=−2 	M1 WRITTEN 4.mhtml	1	
: 	x -A‡ÿi Dci y=0 : 0=2x+2+1 	M1 WRITTEN 4.mhtml	1	
: 	y -A‡ÿi Dci x=0 : 2y=1+1 	M1 WRITTEN 4.mhtml	1	
myZivs, 	myZivs, AB  mij‡iLvi mgxKiY: x−4+y1=1 	M1 WRITTEN 4.mhtml	1	
(Ans.)	(Ans.)	M1 WRITTEN 4.mhtml	1	
;	a=1 ; wbY©q Kivi Rb¨ 02 b¤^i| 	M1 WRITTEN 4.mhtml	1	
;	b=−2 ; wbY©q Kivi Rb¨ 02 b¤^i| 	M1 WRITTEN 4.mhtml	1	
;	A(−4,0) ; wbY©q Kivi Rb¨ 02 b¤^i| 	M1 WRITTEN 4.mhtml	1	
;	B(0,1) ; wbY©q Kivi Rb¨ 02 b¤^i| 	M1 WRITTEN 4.mhtml	1	
ev,	x−4+y1=1  ev, x−4y+4=0 ; wbY©q Kivi Rb¨ 02 b¤^i| 	M1 WRITTEN 4.mhtml	1	
;	x−4+y1=1  ev, x−4y+4=0 ; wbY©q Kivi Rb¨ 02 b¤^i| 	M1 WRITTEN 4.mhtml	1	
Ges 	 A→=mi^+2j^−5k^  Ges B→=2i^+3j^+10k^  ci¯úi `ywU j¤^ †f±i n‡j, m  Gi gvb KZ?	P1 MCQ 1.mhtml	1	
 `	 A→=mi^+2j^−5k^  Ges B→=2i^+3j^+10k^  ci¯úi `ywU j¤^ †f±i n‡j, m  Gi gvb KZ?	P1 MCQ 1.mhtml	1	
ywU	 A→=mi^+2j^−5k^  Ges B→=2i^+3j^+10k^  ci¯úi `ywU j¤^ †f±i n‡j, m  Gi gvb KZ?	P1 MCQ 1.mhtml	1	
, 	 A→=mi^+2j^−5k^  Ges B→=2i^+3j^+10k^  ci¯úi `ywU j¤^ †f±i n‡j, m  Gi gvb KZ?	P1 MCQ 1.mhtml	1	
 Gi gvb KZ?	 A→=mi^+2j^−5k^  Ges B→=2i^+3j^+10k^  ci¯úi `ywU j¤^ †f±i n‡j, m  Gi gvb KZ?	P1 MCQ 1.mhtml	1	
22	22	P1 MCQ 1.mhtml	1	
44	44	P1 MCQ 1.mhtml	1	
3	3 GKK gv‡bi `ywU †f±‡ii jwäi gvb 33  GKK| †f±iØ‡qi ga¨eZ©x †KvY KZ?	P1 MCQ 1.mhtml	2	
 GKK 	3 GKK gv‡bi `ywU †f±‡ii jwäi gvb 33  GKK| †f±iØ‡qi ga¨eZ©x †KvY KZ?	P1 MCQ 1.mhtml	2	
 `	3 GKK gv‡bi `ywU †f±‡ii jwäi gvb 33  GKK| †f±iØ‡qi ga¨eZ©x †KvY KZ?	P1 MCQ 1.mhtml	2	
ywU	3 GKK gv‡bi `ywU †f±‡ii jwäi gvb 33  GKK| †f±iØ‡qi ga¨eZ©x †KvY KZ?	P1 MCQ 1.mhtml	2	
gvb	3 GKK gv‡bi `ywU †f±‡ii jwäi gvb 33  GKK| †f±iØ‡qi ga¨eZ©x †KvY KZ?	P1 MCQ 1.mhtml	2	
 GKK	3 GKK gv‡bi `ywU †f±‡ii jwäi gvb 33  GKK| †f±iØ‡qi ga¨eZ©x †KvY KZ?	P1 MCQ 1.mhtml	2	
q	3 GKK gv‡bi `ywU †f±‡ii jwäi gvb 33  GKK| †f±iØ‡qi ga¨eZ©x †KvY KZ?	P1 MCQ 1.mhtml	2	
i	3 GKK gv‡bi `ywU †f±‡ii jwäi gvb 33  GKK| †f±iØ‡qi ga¨eZ©x †KvY KZ?	P1 MCQ 1.mhtml	2	
KvY	3 GKK gv‡bi `ywU †f±‡ii jwäi gvb 33  GKK| †f±iØ‡qi ga¨eZ©x †KvY KZ?	P1 MCQ 1.mhtml	2	
 KZ?	3 GKK gv‡bi `ywU †f±‡ii jwäi gvb 33  GKK| †f±iØ‡qi ga¨eZ©x †KvY KZ?	P1 MCQ 1.mhtml	2	
KvbwU	†KvbwU †¯‹jvi ivwk bq?	P1 MCQ 1.mhtml	3	
jvi	†KvbwU †¯‹jvi ivwk bq?	P1 MCQ 1.mhtml	3	
ivwk	†KvbwU †¯‹jvi ivwk bq?	P1 MCQ 1.mhtml	3	
bq	†KvbwU †¯‹jvi ivwk bq?	P1 MCQ 1.mhtml	3	
?	†KvbwU †¯‹jvi ivwk bq?	P1 MCQ 1.mhtml	3	
fi	fi	P1 MCQ 1.mhtml	3	
Zwor	Zwor wefe	P1 MCQ 1.mhtml	3	
wefe	Zwor wefe	P1 MCQ 1.mhtml	3	
GKwU	GKwU b`xi cÖ¯’  400 m  Ges †mÖv‡Zi †eM  3 ms−1 | GKRb gvwS  5 ms−1  †e‡M †bŠKv Pvwj‡q AvovAvwofv‡e b	P1 MCQ 1.mhtml	4	
b`xi	GKwU b`xi cÖ¯’  400 m  Ges †mÖv‡Zi †eM  3 ms−1 | GKRb gvwS  5 ms−1  †e‡M †bŠKv Pvwj‡q AvovAvwofv‡e b	P1 MCQ 1.mhtml	4	
| GKRb gvwS 	GKwU b`xi cÖ¯’  400 m  Ges †mÖv‡Zi †eM  3 ms−1 | GKRb gvwS  5 ms−1  †e‡M †bŠKv Pvwj‡q AvovAvwofv‡e b	P1 MCQ 1.mhtml	4	
mgq	cÖ‡qvRbxq mgq,  t=dv2−u2=40052−32=100 s 	P1 MCQ 1.mhtml	4	
,	cÖ‡qvRbxq mgq,  t=dv2−u2=40052−32=100 s 	P1 MCQ 1.mhtml	4	
`	`ywU †f±‡ii †¯‹jvi ¸Yd‡ji gvb P Ges †f±i ¸Yd‡ji gvb 3 P n‡j, G‡`i ga¨eZx© †KvY KZ?	P1 MCQ 1.mhtml	5	
ywU	`ywU †f±‡ii †¯‹jvi ¸Yd‡ji gvb P Ges †f±i ¸Yd‡ji gvb 3 P n‡j, G‡`i ga¨eZx© †KvY KZ?	P1 MCQ 1.mhtml	5	
jvi	`ywU †f±‡ii †¯‹jvi ¸Yd‡ji gvb P Ges †f±i ¸Yd‡ji gvb 3 P n‡j, G‡`i ga¨eZx© †KvY KZ?	P1 MCQ 1.mhtml	5	
Yd	`ywU †f±‡ii †¯‹jvi ¸Yd‡ji gvb P Ges †f±i ¸Yd‡ji gvb 3 P n‡j, G‡`i ga¨eZx© †KvY KZ?	P1 MCQ 1.mhtml	5	
j	`ywU †f±‡ii †¯‹jvi ¸Yd‡ji gvb P Ges †f±i ¸Yd‡ji gvb 3 P n‡j, G‡`i ga¨eZx© †KvY KZ?	P1 MCQ 1.mhtml	5	
i	`ywU †f±‡ii †¯‹jvi ¸Yd‡ji gvb P Ges †f±i ¸Yd‡ji gvb 3 P n‡j, G‡`i ga¨eZx© †KvY KZ?	P1 MCQ 1.mhtml	5	
gvb	`ywU †f±‡ii †¯‹jvi ¸Yd‡ji gvb P Ges †f±i ¸Yd‡ji gvb 3 P n‡j, G‡`i ga¨eZx© †KvY KZ?	P1 MCQ 1.mhtml	5	
P	`ywU †f±‡ii †¯‹jvi ¸Yd‡ji gvb P Ges †f±i ¸Yd‡ji gvb 3 P n‡j, G‡`i ga¨eZx© †KvY KZ?	P1 MCQ 1.mhtml	5	
Yd	`ywU †f±‡ii †¯‹jvi ¸Yd‡ji gvb P Ges †f±i ¸Yd‡ji gvb 3 P n‡j, G‡`i ga¨eZx© †KvY KZ?	P1 MCQ 1.mhtml	5	
j	`ywU †f±‡ii †¯‹jvi ¸Yd‡ji gvb P Ges †f±i ¸Yd‡ji gvb 3 P n‡j, G‡`i ga¨eZx© †KvY KZ?	P1 MCQ 1.mhtml	5	
i	`ywU †f±‡ii †¯‹jvi ¸Yd‡ji gvb P Ges †f±i ¸Yd‡ji gvb 3 P n‡j, G‡`i ga¨eZx© †KvY KZ?	P1 MCQ 1.mhtml	5	
gvb	`ywU †f±‡ii †¯‹jvi ¸Yd‡ji gvb P Ges †f±i ¸Yd‡ji gvb 3 P n‡j, G‡`i ga¨eZx© †KvY KZ?	P1 MCQ 1.mhtml	5	
P	`ywU †f±‡ii †¯‹jvi ¸Yd‡ji gvb P Ges †f±i ¸Yd‡ji gvb 3 P n‡j, G‡`i ga¨eZx© †KvY KZ?	P1 MCQ 1.mhtml	5	
,	`ywU †f±‡ii †¯‹jvi ¸Yd‡ji gvb P Ges †f±i ¸Yd‡ji gvb 3 P n‡j, G‡`i ga¨eZx© †KvY KZ?	P1 MCQ 1.mhtml	5	
i	`ywU †f±‡ii †¯‹jvi ¸Yd‡ji gvb P Ges †f±i ¸Yd‡ji gvb 3 P n‡j, G‡`i ga¨eZx© †KvY KZ?	P1 MCQ 1.mhtml	5	
KvY	`ywU †f±‡ii †¯‹jvi ¸Yd‡ji gvb P Ges †f±i ¸Yd‡ji gvb 3 P n‡j, G‡`i ga¨eZx© †KvY KZ?	P1 MCQ 1.mhtml	5	
 KZ?	`ywU †f±‡ii †¯‹jvi ¸Yd‡ji gvb P Ges †f±i ¸Yd‡ji gvb 3 P n‡j, G‡`i ga¨eZx© †KvY KZ?	P1 MCQ 1.mhtml	5	
; 	 ABcos θ=P ;  ABsin θ=3P  	P1 MCQ 1.mhtml	5	
-	P→=7i^−4j^+4k^  †f±i  xy -Z‡ji mv‡_ †h †KvY ˆZwi Ki‡e- 	P1 MCQ 1.mhtml	6	
KvY	P→=7i^−4j^+4k^  †f±i  xy -Z‡ji mv‡_ †h †KvY ˆZwi Ki‡e- 	P1 MCQ 1.mhtml	6	
- 	P→=7i^−4j^+4k^  †f±i  xy -Z‡ji mv‡_ †h †KvY ˆZwi Ki‡e- 	P1 MCQ 1.mhtml	6	
GKwU	GKwU mvgvšÍwi‡Ki `ywU KY© A→=i^−4j^−k^  I B→=−2i^−j^+k^  n‡j, †ÿÎdj KZ?	P1 MCQ 1.mhtml	7	
 `	GKwU mvgvšÍwi‡Ki `ywU KY© A→=i^−4j^−k^  I B→=−2i^−j^+k^  n‡j, †ÿÎdj KZ?	P1 MCQ 1.mhtml	7	
ywU	GKwU mvgvšÍwi‡Ki `ywU KY© A→=i^−4j^−k^  I B→=−2i^−j^+k^  n‡j, †ÿÎdj KZ?	P1 MCQ 1.mhtml	7	
 I 	GKwU mvgvšÍwi‡Ki `ywU KY© A→=i^−4j^−k^  I B→=−2i^−j^+k^  n‡j, †ÿÎdj KZ?	P1 MCQ 1.mhtml	7	
, 	GKwU mvgvšÍwi‡Ki `ywU KY© A→=i^−4j^−k^  I B→=−2i^−j^+k^  n‡j, †ÿÎdj KZ?	P1 MCQ 1.mhtml	7	
 KZ?	GKwU mvgvšÍwi‡Ki `ywU KY© A→=i^−4j^−k^  I B→=−2i^−j^+k^  n‡j, †ÿÎdj KZ?	P1 MCQ 1.mhtml	7	
KvY	ga¨eZ©x †KvY 0∘  ev 180∘  Gi Rb¨ µm ¸Yd‡ji gvb me©wb¤œ nq|	P1 MCQ 1.mhtml	9	
 ev 	ga¨eZ©x †KvY 0∘  ev 180∘  Gi Rb¨ µm ¸Yd‡ji gvb me©wb¤œ nq|	P1 MCQ 1.mhtml	9	
D	e„wó Djø¤^fv‡e  12 ms−1  †e‡M co‡Q| evZvm  6 ms−1  †e‡M c~e© n‡Z cwð‡g cÖevwnZ n‡”Q| e„wó n‡Z iÿv †c	P1 MCQ 1.mhtml	10	
| 	e„wó Djø¤^fv‡e  12 ms−1  †e‡M co‡Q| evZvm  6 ms−1  †e‡M c~e© n‡Z cwð‡g cÖevwnZ n‡”Q| e„wó n‡Z iÿv †c	P1 MCQ 1.mhtml	10	
evZvm	e„wó Djø¤^fv‡e  12 ms−1  †e‡M co‡Q| evZvm  6 ms−1  †e‡M c~e© n‡Z cwð‡g cÖevwnZ n‡”Q| e„wó n‡Z iÿv †c	P1 MCQ 1.mhtml	10	
i	e„wó Djø¤^fv‡e  12 ms−1  †e‡M co‡Q| evZvm  6 ms−1  †e‡M c~e© n‡Z cwð‡g cÖevwnZ n‡”Q| e„wó n‡Z iÿv †c	P1 MCQ 1.mhtml	10	
D	e„wó Djø¤^fv‡e  12 ms−1  †e‡M co‡Q| evZvm  6 ms−1  †e‡M c~e© n‡Z cwð‡g cÖevwnZ n‡”Q| e„wó n‡Z iÿv †c	P1 MCQ 1.mhtml	10	
i	e„wó Djø¤^fv‡e  12 ms−1  †e‡M co‡Q| evZvm  6 ms−1  †e‡M c~e© n‡Z cwð‡g cÖevwnZ n‡”Q| e„wó n‡Z iÿv †c	P1 MCQ 1.mhtml	10	
QvZv	e„wó Djø¤^fv‡e  12 ms−1  †e‡M co‡Q| evZvm  6 ms−1  †e‡M c~e© n‡Z cwð‡g cÖevwnZ n‡”Q| e„wó n‡Z iÿv †c	P1 MCQ 1.mhtml	10	
?	e„wó Djø¤^fv‡e  12 ms−1  †e‡M co‡Q| evZvm  6 ms−1  †e‡M c~e© n‡Z cwð‡g cÖevwnZ n‡”Q| e„wó n‡Z iÿv †c	P1 MCQ 1.mhtml	10	
evZvm	evZvm c~e© w`K n‡Z cÖevwnZ n‡”Q e‡j QvZv c~e© w`‡K ai‡Z n‡e|	P1 MCQ 1.mhtml	10	
c~e	evZvm c~e© w`K n‡Z cÖevwnZ n‡”Q e‡j QvZv c~e© w`‡K ai‡Z n‡e|	P1 MCQ 1.mhtml	10	
w`K	evZvm c~e© w`K n‡Z cÖevwnZ n‡”Q e‡j QvZv c~e© w`‡K ai‡Z n‡e|	P1 MCQ 1.mhtml	10	
n	evZvm c~e© w`K n‡Z cÖevwnZ n‡”Q e‡j QvZv c~e© w`‡K ai‡Z n‡e|	P1 MCQ 1.mhtml	10	
QvZv	evZvm c~e© w`K n‡Z cÖevwnZ n‡”Q e‡j QvZv c~e© w`‡K ai‡Z n‡e|	P1 MCQ 1.mhtml	10	
c~e	evZvm c~e© w`K n‡Z cÖevwnZ n‡”Q e‡j QvZv c~e© w`‡K ai‡Z n‡e|	P1 MCQ 1.mhtml	10	
|	evZvm c~e© w`K n‡Z cÖevwnZ n‡”Q e‡j QvZv c~e© w`‡K ai‡Z n‡e|	P1 MCQ 1.mhtml	10	
 Ges	A→=2i^+2j^+k^  Ges B→=2i^+10j^−11k^  n‡j, B→  eivei A→  Gi Dcvsk †KvbwU?	P1 MCQ 1.mhtml	11	
,	A→=2i^+2j^+k^  Ges B→=2i^+10j^−11k^  n‡j, B→  eivei A→  Gi Dcvsk †KvbwU?	P1 MCQ 1.mhtml	11	
 eivei 	A→=2i^+2j^+k^  Ges B→=2i^+10j^−11k^  n‡j, B→  eivei A→  Gi Dcvsk †KvbwU?	P1 MCQ 1.mhtml	11	
-	xz -mgZ‡j 8i^−8j^+2k^  †f±i Gi ˆ`N©¨ KZ?	P1 MCQ 1.mhtml	12	
GKK	53  GKK	P1 MCQ 1.mhtml	12	
GKK	25  GKK	P1 MCQ 1.mhtml	12	
GKK	74  GKK	P1 MCQ 1.mhtml	12	
GKK	217  GKK	P1 MCQ 1.mhtml	12	
GKK	(8)2+(2)2=217  GKK	P1 MCQ 1.mhtml	12	
[	e„wó Djø¤^fv‡e  15 ms−1  †e‡M co‡Q| Vc  †e‡M PjšÍ Mvwoi †cQ‡bi KvuP KLb wfR‡e? [Vc>0  Ges wcQ‡bi Kuv	P1 MCQ 1.mhtml	13	
]	e„wó Djø¤^fv‡e  15 ms−1  †e‡M co‡Q| Vc  †e‡M PjšÍ Mvwoi †cQ‡bi KvuP KLb wfR‡e? [Vc>0  Ges wcQ‡bi Kuv	P1 MCQ 1.mhtml	13	
bv	KL‡bv wfR‡e bv	P1 MCQ 1.mhtml	13	
eM	e„wói Av‡cwÿK †eM me©`v VRC  _vK‡e| me©`v mvg‡bi KuvP wfR‡e| †cQ‡bi KuvP wfR‡e bv|	P1 MCQ 1.mhtml	13	
eM	†bŠKvi †eM †¯ªv‡Zi AbyK~‡j  20 kmh−1  Ges †¯ªv‡Zi cÖwZK‚‡j  10 kmh−1 | †¯ªvZnxb Ae¯’vq b`x †mvRvmywR	P1 MCQ 1.mhtml	14	
AbyK	†bŠKvi †eM †¯ªv‡Zi AbyK~‡j  20 kmh−1  Ges †¯ªv‡Zi cÖwZK‚‡j  10 kmh−1 | †¯ªvZnxb Ae¯’vq b`x †mvRvmywR	P1 MCQ 1.mhtml	14	
~	†bŠKvi †eM †¯ªv‡Zi AbyK~‡j  20 kmh−1  Ges †¯ªv‡Zi cÖwZK‚‡j  10 kmh−1 | †¯ªvZnxb Ae¯’vq b`x †mvRvmywR	P1 MCQ 1.mhtml	14	
|	†bŠKvi †eM †¯ªv‡Zi AbyK~‡j  20 kmh−1  Ges †¯ªv‡Zi cÖwZK‚‡j  10 kmh−1 | †¯ªvZnxb Ae¯’vq b`x †mvRvmywR	P1 MCQ 1.mhtml	14	
vZnxb	†bŠKvi †eM †¯ªv‡Zi AbyK~‡j  20 kmh−1  Ges †¯ªv‡Zi cÖwZK‚‡j  10 kmh−1 | †¯ªvZnxb Ae¯’vq b`x †mvRvmywR	P1 MCQ 1.mhtml	14	
vq	†bŠKvi †eM †¯ªv‡Zi AbyK~‡j  20 kmh−1  Ges †¯ªv‡Zi cÖwZK‚‡j  10 kmh−1 | †¯ªvZnxb Ae¯’vq b`x †mvRvmywR	P1 MCQ 1.mhtml	14	
b`x	†bŠKvi †eM †¯ªv‡Zi AbyK~‡j  20 kmh−1  Ges †¯ªv‡Zi cÖwZK‚‡j  10 kmh−1 | †¯ªvZnxb Ae¯’vq b`x †mvRvmywR	P1 MCQ 1.mhtml	14	
mvRvmywR	†bŠKvi †eM †¯ªv‡Zi AbyK~‡j  20 kmh−1  Ges †¯ªv‡Zi cÖwZK‚‡j  10 kmh−1 | †¯ªvZnxb Ae¯’vq b`x †mvRvmywR	P1 MCQ 1.mhtml	14	
cvi 	†bŠKvi †eM †¯ªv‡Zi AbyK~‡j  20 kmh−1  Ges †¯ªv‡Zi cÖwZK‚‡j  10 kmh−1 | †¯ªvZnxb Ae¯’vq b`x †mvRvmywR	P1 MCQ 1.mhtml	14	
nIqvi	†bŠKvi †eM †¯ªv‡Zi AbyK~‡j  20 kmh−1  Ges †¯ªv‡Zi cÖwZK‚‡j  10 kmh−1 | †¯ªvZnxb Ae¯’vq b`x †mvRvmywR	P1 MCQ 1.mhtml	14	
mgq	†bŠKvi †eM †¯ªv‡Zi AbyK~‡j  20 kmh−1  Ges †¯ªv‡Zi cÖwZK‚‡j  10 kmh−1 | †¯ªvZnxb Ae¯’vq b`x †mvRvmywR	P1 MCQ 1.mhtml	14	
, 	†bŠKvi †eM †¯ªv‡Zi AbyK~‡j  20 kmh−1  Ges †¯ªv‡Zi cÖwZK‚‡j  10 kmh−1 | †¯ªvZnxb Ae¯’vq b`x †mvRvmywR	P1 MCQ 1.mhtml	14	
b`xi	†bŠKvi †eM †¯ªv‡Zi AbyK~‡j  20 kmh−1  Ges †¯ªv‡Zi cÖwZK‚‡j  10 kmh−1 | †¯ªvZnxb Ae¯’vq b`x †mvRvmywR	P1 MCQ 1.mhtml	14	
`	`ywU Mvwo ci¯úi mg‡Kv‡Y  15 kmh−1  I  x kmh−1  †e‡M hvq| GKwUi mv‡c‡ÿ AciwUi Av‡cwÿK †eM  25 kmh−1  	P1 MCQ 1.mhtml	15	
ywU	`ywU Mvwo ci¯úi mg‡Kv‡Y  15 kmh−1  I  x kmh−1  †e‡M hvq| GKwUi mv‡c‡ÿ AciwUi Av‡cwÿK †eM  25 kmh−1  	P1 MCQ 1.mhtml	15	
Mvwo	`ywU Mvwo ci¯úi mg‡Kv‡Y  15 kmh−1  I  x kmh−1  †e‡M hvq| GKwUi mv‡c‡ÿ AciwUi Av‡cwÿK †eM  25 kmh−1  	P1 MCQ 1.mhtml	15	
 I 	`ywU Mvwo ci¯úi mg‡Kv‡Y  15 kmh−1  I  x kmh−1  †e‡M hvq| GKwUi mv‡c‡ÿ AciwUi Av‡cwÿK †eM  25 kmh−1  	P1 MCQ 1.mhtml	15	
hvq	`ywU Mvwo ci¯úi mg‡Kv‡Y  15 kmh−1  I  x kmh−1  †e‡M hvq| GKwUi mv‡c‡ÿ AciwUi Av‡cwÿK †eM  25 kmh−1  	P1 MCQ 1.mhtml	15	
| 	`ywU Mvwo ci¯úi mg‡Kv‡Y  15 kmh−1  I  x kmh−1  †e‡M hvq| GKwUi mv‡c‡ÿ AciwUi Av‡cwÿK †eM  25 kmh−1  	P1 MCQ 1.mhtml	15	
GKwUi	`ywU Mvwo ci¯úi mg‡Kv‡Y  15 kmh−1  I  x kmh−1  †e‡M hvq| GKwUi mv‡c‡ÿ AciwUi Av‡cwÿK †eM  25 kmh−1  	P1 MCQ 1.mhtml	15	
AciwUi	`ywU Mvwo ci¯úi mg‡Kv‡Y  15 kmh−1  I  x kmh−1  †e‡M hvq| GKwUi mv‡c‡ÿ AciwUi Av‡cwÿK †eM  25 kmh−1  	P1 MCQ 1.mhtml	15	
eM	`ywU Mvwo ci¯úi mg‡Kv‡Y  15 kmh−1  I  x kmh−1  †e‡M hvq| GKwUi mv‡c‡ÿ AciwUi Av‡cwÿK †eM  25 kmh−1  	P1 MCQ 1.mhtml	15	
